Date,SXXP,URW,LI,BAYN,BNP,ACA,RDSA,NDA
7/15/19,436.57,129.05,29.72,58.63,42.84,11.01,28.82,6.784
7/12/19,435.9,129.5,29.64,58.83,42.53,10.995,28.895,6.754
7/11/19,435.19,129.75,29.38,59.14,42.57,10.97,29,6.69
7/10/19,435.89,129.55,29.5,59.51,42.695,10.97,28.9,6.661
7/9/19,434.82,132.2,29.84,59.8,42.575,10.935,28.8,6.623
7/8/19,437.27,130.9,29.63,60.03,42.97,10.975,28.76,6.743
7/5/19,437.66,131.15,30.98,60.71,43.405,11.13,28.83,6.812
7/4/19,443.28,130.1,30.85,60.92,43.045,11.12,28.84,6.674
7/3/19,442.87,129.6,30.15,61.01,42.57,10.925,28.73,6.596
7/2/19,440.17,133.25,29.72,60.53,41.865,10.75,28.92,6.572
7/1/19,438.06,132.6,29.88,61.31,42.085,10.785,29.005,6.486
6/28/19,437.17,131.75,29.48,60.94,41.765,10.545,28.71,6.388
6/27/19,434.42,127.25,28.82,60.86,41.445,10.49,28.79,6.45
6/26/19,435.06,126.3,29,55.99,41.165,10.37,29.115,6.45
6/25/19,435.66,129.2,29.24,55.32,40.46,10.22,28.985,6.29
6/24/19,437.1,129.25,29.39,55.34,40.76,10.335,28.88,6.381
6/20/19,436.05,133.85,30.05,55.49,41.42,10.435,28.955,6.398
6/19/19,431.52,136.8,30.45,55.03,42.225,10.75,28.66,6.472
6/18/19,430.99,136.55,30.53,54.07,41.495,10.51,28.525,6.428
6/17/19,424.86,134.6,29.94,52.53,40.755,10.37,28.135,6.406
6/14/19,424.61,135.85,29.63,52.85,40.86,10.295,28.265,6.524
6/13/19,428.86,136.8,29.8,53.63,41.1,10.385,28.24,6.551
6/12/19,428.99,135.65,29.58,53.31,41.14,10.375,28.29,6.572
6/11/19,431.51,137.35,30.16,53.85,41.555,10.5,28.595,6.584
6/10/19,428.05,137.85,29.91,,41.48,10.495,28.485,6.541
6/7/19,428.06,136.4,29.42,52.87,40.815,10.29,28.365,6.472
6/6/19,422.37,135,29.19,53.29,41.005,10.24,28.115,6.471
6/5/19,420.28,138.3,30.86,53.98,41.73,10.415,27.82,6.453
6/4/19,419.07,136.4,30.56,54.5,41.995,10.52,27.745,6.483
6/3/19,415.54,134.7,30.42,53.88,40.815,10.17,27.865,6.372
5/31/19,411.94,135.35,30.47,52.82,40.875,10.23,27.86,6.338
5/29/19,412.53,136.35,30.47,53.91,41.325,10.22,27.86,6.519
5/28/19,419.69,137.95,31.02,55.43,44.285,10.31,28.165,6.532
5/27/19,421.58,138.9,30.79,54.67,44.2,10.35,28.255,6.604
5/24/19,421.18,138.4,30.61,53.9,43.905,10.185,28.18,6.568
5/23/19,417.97,135.6,29.74,54.21,43.65,10.675,28.06,6.55
5/22/19,423.06,139.5,30.53,55.85,44.51,10.98,28.835,6.624
5/21/19,423.52,141.3,31.02,56.07,44.995,11.205,29,6.715
5/20/19,421.55,141.35,30.7,55.8,44.625,11.07,28.915,6.618
5/17/19,425.92,142.1,31.2,56.95,45.375,11.2,28.92,6.71
5/16/19,427.94,144,31.54,57.29,45.95,11.32,28.85,6.753
5/15/19,423.65,143.25,31.15,56.45,45.255,11.07,28.91,6.728
5/14/19,421.88,144.25,30.79,55.33,45.48,11.365,28.705,6.73
5/13/19,418.58,143.1,30.53,56.47,44.78,11.26,28.25,6.66
5/10/19,423.79,145.75,30.85,57.54,45.49,11.555,28.12,6.822
5/9/19,421.63,146.6,30.92,57.07,45.42,11.565,27.98,6.73
5/8/19,427.68,148.15,31.1,59.65,46.82,12.115,28.04,6.865
5/7/19,426.48,149.55,31.43,59.61,46.875,12.085,27.755,6.96
5/6/19,433.5,151.25,31.38,61.13,47.885,12.255,28.6,7.117
5/3/19,437.06,150.9,31.47,61.87,48.255,12.38,28.855,7.152
5/2/19,434.65,153.8,31.74,61.57,48,12.34,28.595,7.095
4/30/19,438.98,153.25,31.67,59.34,47.45,12.23,28.48,7.208
4/29/19,437.53,154.45,32.21,59.38,47.665,12.39,28.13,7.327
4/26/19,436.48,155.95,32.29,61.54,46.9,12.125,28.255,7.421
4/25/19,434.51,155.35,32.24,61.04,46.765,12.015,28.66,7.303
4/24/19,436.29,155.5,32.62,60.2,47.15,12.045,28.62,7.34
4/23/19,438.86,150.85,31.74,62,48.11,12.165,29.07,7.436
4/18/19,438.49,154.65,32.03,61.16,48.985,12.47,28.555,7.49
4/17/19,440.08,155.1,32.29,61.54,48.44,12.315,28.63,7.438
4/16/19,439.18,156.5,32.5,62.21,47.66,12.37,28.55,7.5
4/15/19,438.82,155,32.39,61.71,46.85,12.2,28.63,7.464
4/12/19,437.87,154.5,32.03,61.42,46.315,11.94,28.68,7.42
4/11/19,435.58,156,32.69,60.79,44.805,11.58,28.845,7.324
4/10/19,436.02,153.25,32.05,61.47,44.2,11.38,28.945,7.25
4/9/19,434.66,147.9,31.25,60.92,44.58,11.355,28.695,7.269
4/8/19,436.61,149.1,31.54,61.29,44.45,11.315,28.995,7.302
4/5/19,435.4,150.9,32.01,61.47,44.505,11.34,28.75,7.33
4/4/19,435.15,151.95,32.17,60.68,44.875,11.47,28.435,7.329
4/3/19,437.3,150.15,32.24,60.41,44.515,11.375,28.52,7.163
4/2/19,431.12,149.85,31.99,59.15,43.905,11.165,28.325,7.012
4/1/19,429.94,148.5,31.71,58.26,43.48,11.085,28.255,6.89
3/29/19,425.38,146.14,31.18,57.6,42.61,10.77,27.98,6.807
3/28/19,423.38,145.86,31.15,56.29,41.985,10.66,27.805,7.63
3/27/19,424.59,147.96,31.41,56.33,42.325,10.866,27.88,7.891
3/26/19,425.59,153,30.84,57.07,41.425,10.492,28,7.96
3/25/19,423.63,150.5,30.63,57.59,41.525,10.47,27.76,7.901
3/22/19,424.8,152.14,30.66,59.3,41.625,10.51,27.96,7.9
3/21/19,432.2,151.92,30.88,61.28,43.04,10.922,28.21,8.057
3/20/19,432.56,149.38,30.8,63,44.19,11.112,28.18,8.079
3/19/19,436.32,150.04,31.2,69.7,45.11,11.31,28.355,8.097
3/18/19,432.85,149.9,31.28,68.03,45.1,11.326,28.24,8.125
3/15/19,431.41,149.34,30.94,67.75,44.285,11.042,27.97,8.019
3/14/19,427.69,148.5,30.92,67.79,43.84,10.952,27.915,7.955
3/13/19,424.54,145.5,30.3,68.04,43.555,11.002,27.63,7.846
3/12/19,421.4,144.64,30.22,67.04,43.045,10.878,27.21,7.84
3/11/19,419.85,146,30.04,68.4,43.33,10.886,27.265,7.835
3/8/19,416.52,146.64,30.01,69.49,42.345,10.6,26.98,7.688
3/7/19,419.68,144.32,29.7,71.14,43.18,10.658,27.545,7.674
3/6/19,424.59,143.72,30.58,72.47,44.69,11.006,27.575,7.726
3/5/19,424.36,144.28,30.88,72.81,44.515,11.07,27.555,7.804
3/4/19,425.05,143.74,30.69,72.35,44.94,11.11,27.39,7.681
3/1/19,425.32,141.8,30.69,71.43,44.895,11.138,27.335,7.995
2/28/19,424.32,142,30.69,70.28,45.055,11.232,27.43,7.999
2/27/19,423.59,143.76,30.54,69.28,44.2,11.1,27.67,7.935
2/26/19,425.2,143.34,30.38,66.5,43.155,10.81,27.7,7.73
2/25/19,422.35,142.84,30.42,66.93,42.86,10.754,27.505,7.766
2/22/19,421.2,142.42,30.21,67,41.925,10.562,27.65,7.7
2/21/19,419.64,143.78,30.26,67.9,41.595,10.492,27.745,7.64
2/20/19,422.2,143.82,30.1,68.36,42.565,10.59,27.905,8.025
2/19/19,418.71,143.54,30.48,67.8,42.24,10.456,27.725,8.173
2/18/19,418.26,145.12,30.39,68.16,42.425,10.446,27.615,8.218
2/15/19,415.91,145.12,30.04,68.17,42.11,10.196,27.635,8.1
2/14/19,410.98,143.42,29.76,65.55,40.415,9.8,27.525,7.97
2/13/19,411.54,151.58,30.71,68.31,41.39,9.885,27.955,8.074
2/12/19,410.67,153.88,30.81,67.5,40.995,9.802,27.8,8.03
2/11/19,407.02,154.36,30.85,66.59,40.505,9.636,27.66,7.931
2/8/19,405.69,152.18,30.79,66.2,39.85,9.551,27.57,7.93
2/7/19,408.65,152.06,30.6,67,40.79,9.862,27.655,7.973
2/6/19,415.82,152.48,30.39,69.07,41.865,10.17,27.96,8.1
2/5/19,416.42,154.2,30.52,69.28,41.135,9.96,27.905,8.005
2/4/19,411.42,155.86,30.12,67.57,40.11,9.713,27.575,7.931
2/1/19,412.55,157.02,30.02,66.97,40.885,9.911,27.2,7.966
1/31/19,410.68,157.16,29.96,66.2,40.965,9.959,27.08,7.93
1/30/19,409.38,157.98,30.28,65.69,42.32,10.162,26.05,7.96
1/29/19,408.24,156.06,29.7,65.99,42.38,10.118,25.765,7.931
1/28/19,405.23,154.1,28.99,66.59,42.455,10.14,25.49,7.977
1/25/19,408.15,152.66,28.64,67.81,42.99,10.378,26.01,8.051
1/24/19,401.87,150.24,28.52,66.02,41.38,10.132,26.06,8.074
1/23/19,404.33,149.1,28.42,66,41.575,10.108,25.925,8.007
1/22/19,403.7,148.5,28.04,65.96,41.515,10.07,26.36,7.968
1/21/19,405.11,149.26,28.04,65.97,42.3,10.228,26.91,7.995
1/18/19,405.54,150.24,28.44,66.5,42.47,10.324,26.825,8.004
1/17/19,399.38,146.3,27.96,64.16,41.42,10.154,26.19,7.872
1/16/19,399.67,145.46,28.17,65.08,43.08,10.346,26.315,7.866
1/15/19,397.18,142.4,27.8,65.02,41.695,9.956,26.51,7.79
1/14/19,398.84,143.88,27.97,64.85,41.62,9.958,26.33,7.82
1/11/19,400.99,143.8,27.75,65.7,41.37,9.886,26.405,7.793
1/10/19,401.42,143.28,27.7,65.88,41.215,9.882,26.51,7.821
1/9/19,401,143.34,28,65.59,40.775,9.799,26.3,7.786
1/8/19,396.14,141.66,28.07,65.52,40.885,9.811,26.325,7.755
1/7/19,393.25,137.32,27.18,63.87,40.68,9.748,26.37,7.686
1/4/19,391.66,138.12,27.4,64.9,40.74,9.764,26.415,7.744
1/3/19,380.64,133.3,26.53,60.8,38.855,9.283,25.925,7.406
1/2/19,382.23,132.62,26.67,60.86,39.085,9.313,25.955,7.43
12/28/18,384.68,133.26,26.77,60.56,39.375,9.406,25.505,7.27
12/27/18,376.91,132.4,26.5,59.16,38.545,9.173,24.95,7.25
12/21/18,383.33,137.9,27.06,61.39,39.5,9.435,25.145,7.401
12/20/18,385.69,137.54,27.92,61,39.4,9.477,25.08,7.418
12/19/18,390.19,140.4,28.35,61.63,40.88,9.872,25.445,7.557
12/18/18,386.76,139.4,27.87,63.41,40.555,9.85,25.22,7.605
12/17/18,389.63,142.56,28.33,64,40.58,9.911,25.825,7.663
12/14/18,392.38,144.62,28.92,63.36,41.595,10.136,26.065,7.675
12/13/18,396.84,146.14,28.77,64.4,42.19,10.242,26.05,7.587
12/12/18,398.2,147.32,28.81,64.33,41.905,10.232,26.14,7.69
12/11/18,389.58,143.22,28.45,62.85,40.68,9.886,25.87,7.539
12/10/18,385.09,143.08,27.87,60.8,40.4,9.89,25.57,7.46
12/7/18,393.64,144.74,28.1,63.43,41.595,10.192,26.22,7.633
12/5/18,402.1,146.76,28.21,65.61,43.42,10.73,26.765,7.779
12/4/18,406.57,147.74,28.07,65.33,43.86,10.838,27.11,7.841
12/3/18,410.05,149.6,28.46,66.59,44.845,11.084,27.115,8.02
11/30/18,404.5,151.84,28.92,64.58,44.375,10.968,26.705,7.897
11/29/18,407.27,154.66,29.22,63.77,44.775,11.052,26.64,7.905
11/28/18,405.42,157.64,29.66,64.23,44.755,10.998,26.535,7.91
11/27/18,403.33,158.96,29.8,63.75,45.085,11.086,26.545,8.046
11/26/18,406.31,157.5,29.56,64.23,45.34,11.12,26.7,8.004
11/23/18,401.24,157,29.39,62.81,44.36,10.722,26,7.868
11/22/18,402.21,155.16,29.22,62.23,44.285,10.67,26.9,7.748
11/21/18,404.64,156.52,29.49,62.6,44.79,10.778,27.015,7.761
11/20/18,399.37,153.96,28.81,61.02,44.305,10.632,26.52,7.632
11/19/18,406.89,155.66,29.16,62.3,45.285,10.882,26.915,7.9
11/16/18,408.22,157.22,30.14,62.59,45.195,10.908,27.1,8.02
11/15/18,405.56,158.48,30,63.51,45.495,10.99,27.07,8.029
11/14/18,409.11,159.98,30.7,64.5,46.045,11.144,27.14,8.085
11/13/18,411.05,161.02,30.67,66.64,46.225,11.274,27.405,8.184
11/12/18,407.1,159.5,30.56,68.61,45.595,11.152,27.785,7.897
11/9/18,414.46,161.8,31,71,46.365,11.358,27.69,7.87
11/8/18,418.21,159.66,30.5,70.72,46.8,11.498,27.805,7.867
11/7/18,420.03,159.9,30.43,71.54,46.745,11.412,27.85,7.834
11/6/18,413.74,158.8,29.93,70,46.43,11.508,27.65,7.817
11/5/18,414.21,158.06,29.64,70.18,46.47,11.556,27.785,7.801
11/2/18,414.43,159.6,29.88,69.94,46.605,11.588,27.365,7.827
11/1/18,414.31,160.16,29.99,69.6,46.255,11.468,27.605,7.72
10/31/18,408.84,160.28,30,67.78,46.13,11.328,28.16,7.698
10/30/18,403.49,160.4,29.92,66.69,46.145,11.138,27.3,7.708
10/29/18,404.85,158.06,29.77,67.88,47.475,11.32,27.28,7.563
10/26/18,401.53,156.84,29.12,66.15,46.88,11.172,27.155,7.514
10/25/18,403.79,160.46,29.27,66.23,47.155,11.362,27.26,7.679
10/24/18,402.48,157.58,28.66,68.27,46.46,11.3,27.375,7.85
10/23/18,406.53,158.92,28.63,69.27,47.56,11.546,27.455,8.023
10/22/18,412.59,159.72,29.7,76.54,48.305,11.76,28.28,8.1
10/19/18,416.15,161.3,29.69,77.59,48.725,11.892,28.585,8.143
10/18/18,414.91,160.48,29.63,78.42,49.225,12.116,28.285,8.026
10/17/18,419.09,161.96,29.62,77.38,49.6,12.16,28.37,8.286
10/16/18,422.88,158.64,28.99,78.28,49.72,12.132,28.52,8.674
10/15/18,416.22,155.3,28.38,78.07,49.5,12.112,28.39,8.45
10/12/18,415.05,156.8,28.54,76.1,49.915,12.156,28.2,8.38
10/11/18,416.29,161.22,29.03,77.32,50.19,12.244,28.375,8.41
10/10/18,423.4,163.4,29.59,75.01,51.47,12.508,29.325,8.584
10/9/18,428.12,165.16,29.77,74.95,51.23,12.47,29.62,8.68
10/8/18,427.3,163.1,29.58,74.75,51.15,12.376,29.275,8.757
10/5/18,433.36,163.58,29.69,74.66,51.85,12.602,29.57,8.785
10/4/18,436.78,164.18,29.29,75.19,52.3,12.67,30.07,8.794
10/3/18,441.99,170.62,29.8,,52.14,12.398,30.06,8.887
10/2/18,441.18,169.64,29.8,74.58,51.98,12.214,29.835,9.152
10/1/18,444.18,172.78,30.39,75.84,51.99,12.138,29.82,9.5
9/28/18,445.03,173.22,30.53,76.51,52.71,12.386,29.575,9.455
9/27/18,451.02,176.2,30.5,77.65,54.47,12.948,29.51,9.475
9/26/18,452.5,177,30.66,76.46,54.63,12.946,29.525,9.42
9/25/18,451.95,174.12,30.5,75.6,54.68,12.886,29.68,9.31
9/24/18,449.59,173.98,30.76,76.15,54.58,12.798,28.95,9.31
9/21/18,451.23,172.8,30.72,76.52,54.53,12.986,28.615,9.39
9/20/18,449.9,176.46,30.77,75.82,54.31,12.924,28.345,9.29
9/19/18,443.93,175.66,30.58,74.03,52.96,12.69,28.325,9.12
9/18/18,441.56,176,30.63,73.3,51.89,12.504,28.23,9.135
9/17/18,442.47,174.84,30.4,72.9,51.83,12.488,27.815,9.28
9/14/18,439.74,174.46,30.51,71.82,51.54,12.358,27.725,9.215
9/13/18,439.74,174.28,30.57,70.15,51.29,12.29,27.62,9.19
9/12/18,438.51,173.04,30.52,70.3,50.6,12.092,27.83,9.18
9/11/18,434.91,171.2,30.31,70.34,50.63,12.154,27.56,9.145
9/10/18,435.63,171.6,30.56,72.44,50.61,12.186,27.225,9.22
9/7/18,432.12,172.38,30.49,73.49,50.45,12.072,27.32,9.22
9/6/18,434.16,173.06,30.24,74.89,50.99,12.268,27.44,9.23
9/5/18,436.58,175.34,30.29,78.48,51.11,12.274,27.82,9.225
9/4/18,439.84,175.12,30.25,79.83,50.88,12.08,28.15,9.185
9/3/18,444.36,177.08,30.51,80.45,50.66,11.884,28.26,9.245
8/31/18,443.23,181,30.9,80.38,50.58,11.792,27.99,9.275
8/30/18,449.21,182.15,30.98,81.55,51.3,11.892,28.41,9.25
8/29/18,452.49,190.4,32.04,82.74,52,11.98,28.21,9.225
8/28/18,451.68,188.45,31.77,82.29,51.99,12.004,28.2,9.16
8/27/18,450.65,186.75,31.52,82.65,52.46,12.054,28.32,9.195
8/24/18,445.85,185.55,31.47,81.91,51.97,11.976,28.365,9.09
8/23/18,443,185.5,31.6,81.95,52,12.024,28.13,9.105
8/22/18,445.08,185.6,31.55,83.43,52.07,12.102,28.11,9.095
8/21/18,444.04,185.45,31.51,82.12,51.78,11.91,27.92,8.965
8/20/18,439.14,186.6,31.45,80.78,51.18,11.82,27.785,8.95
8/17/18,434.75,186.45,31.64,78.4,50.99,11.796,27.58,8.945
8/16/18,433.46,186.1,31.54,77.05,51.4,11.838,27.65,8.885
8/15/18,430.73,183.2,31.23,80.79,51.4,11.732,27.485,8.79
8/14/18,436.58,184.1,31.25,83.76,51.86,11.83,28.04,8.82
8/13/18,438.57,185.4,31.47,83.73,52.01,12.03,28.23,8.86
8/10/18,439.96,184.9,31.69,93.36,52.56,12.175,28.34,8.905
8/9/18,450.78,189.35,32.16,95.73,54.18,12.43,28.52,9.005
8/8/18,451.85,189.65,32.11,96.06,54.4,12.44,28.945,8.925
8/7/18,452.7,190.1,32.04,96.02,54.54,12.49,28.98,8.99
8/6/18,449.37,189.8,32.02,95.07,54.03,12.335,28.7,8.965
8/3/18,451.23,190.2,32.6,95.28,54.42,12.225,28.605,8.985
8/2/18,448.85,188.75,32.21,94.17,54.62,11.95,28.475,8.98
8/1/18,454.87,186.7,32.11,95.8,55.41,11.98,28.91,9.055
7/31/18,458.38,189.85,32.27,95.26,55.67,12.015,29.34,9.105
7/30/18,458,189.4,31.95,95.16,55.1,11.9,29.19,9.125
7/27/18,457.09,187.75,31.58,96.26,54.8,11.78,29.295,9.105
7/26/18,455.48,187.2,31.6,94.55,53.84,11.635,29.09,9.085
7/25/18,452.18,186.45,31.51,92.78,53.17,11.57,29.955,9.06
7/24/18,453.47,186.05,31.51,93.31,53.53,11.63,30.015,9.075
7/23/18,450.27,186.1,31.56,92.42,52.12,11.5,29.785,8.845
7/20/18,451.52,187.3,31.83,92.05,51.7,11.43,29.755,8.78
7/19/18,448.24,187.05,31.8,92.35,51.82,11.435,29.81,8.63
7/18/18,451.04,187.55,31.86,92.96,52.07,11.445,29.475,8.43
7/17/18,448.66,186.1,31.89,93.41,52.14,11.465,29.44,8.505
7/16/18,449.57,186.65,31.97,93.17,52.53,11.47,29.33,8.4
7/13/18,449.48,188,31.9,93.39,52.38,11.425,29.97,8.34
7/12/18,449.02,186.05,31.84,92.66,52.4,11.3,29.79,8.32
7/11/18,446.24,186.25,31.83,92.4,52.59,11.36,29.8,8.315
7/10/18,453.19,189.3,32.39,94.63,53.41,11.56,30.48,8.44
7/9/18,451.78,188.4,32.66,94.05,53.91,11.61,30.04,8.415
7/6/18,449.12,187.6,32.68,93.75,53.86,11.51,29.6,8.365
7/5/18,446.38,188.55,32.42,94.25,54.14,11.535,29.615,8.385
7/4/18,443.4,188.8,32.46,94.32,53.21,11.39,29.485,8.31
7/3/18,442.48,186.3,32.34,94.64,53.19,11.42,29.55,8.26
7/2/18,437.03,185.5,31.99,94.92,52.94,11.38,29.4,8.15
6/29/18,443.64,188.55,32.25,94.35,53.19,11.435,29.77,8.245
6/28/18,436.53,187.1,32.19,94.27,52.71,11.4,29.945,8.21
6/27/18,440.12,187.9,32.47,95.86,52.85,11.5,29.915,8.265
6/26/18,439.8,187.4,32.58,96,52.74,11.53,29.185,8.24
6/25/18,440.85,188.1,32.78,96.27,52.87,11.62,28.85,8.21
6/21/18,442.05,188.8,32.77,96.39,53.2,11.635,28.815,8.22
6/20/18,445.35,190.85,32.91,96.9,53.7,11.695,28.98,8.4
6/19/18,443.37,190.5,32.9,96.63,53.75,11.775,29.135,8.265
6/18/18,447.85,191.7,33.31,98.46,53.95,11.785,29.21,8.17
6/15/18,451.59,193.1,33.72,100.08,54.14,11.825,28.88,8.255
6/14/18,457.26,191.5,33.38,100.8,54.84,12.05,29.87,8.475
6/13/18,457.79,189.3,33.64,98.87,54.51,12.035,29.125,8.35
6/12/18,456.28,187.6,33.65,96.45,54.66,12.105,29.48,8.4
6/11/18,457.3,189.6,33.51,97.37,54.68,12.08,29.855,8.37
6/8/18,453.4,192.1,33.3,98.44,53.7,11.89,29.69,8.24
6/7/18,455.72,193.7,33.18,98.94,54.11,11.985,29.8,8.31
6/6/18,455.63,192.2,33.5,99.4,53.69,11.91,29.44,8.325
6/5/18,453.24,192.45,33.35,99.492,53.12,11.905,29.63,8.3
6/4/18,453.55,190,33.13,101.086,54.09,12.155,29.85,8.405
6/1/18,451.33,189.65,32.88,101.716,53.89,12.055,29.95,8.355
5/31/18,447.07,192.55,33.32,100.24,53.06,11.74,29.685,8.24
5/30/18,449.64,190.85,33.34,101.067,54.24,11.885,29.85,8.305
5/29/18,443.91,187.25,33.11,97.268,57.22,12.04,29.285,8.255
5/28/18,453.32,189.65,34.05,98.223,59.89,12.45,29.095,8.49
5/25/18,456.04,193.25,33.78,101.106,60.54,12.66,29.195,8.525
5/24/18,458.18,192,33.67,100.338,61.24,12.785,29.64,8.48
5/23/18,459.04,192.3,34.14,101.106,61.79,13.095,30.21,8.62
5/22/18,467.75,192.95,34,103.369,62.7,13.26,31.22,8.79
5/21/18,465.98,193,34.07,,61.63,13.535,31.35,8.605
5/18/18,465.08,194.25,34.12,102.7,61.58,13.435,31.085,8.585
5/17/18,467.23,193.6,34.08,102.838,62.18,13.625,31.24,8.65
5/16/18,464.5,193.2,33.85,101.834,62.27,13.495,30.65,8.63
5/15/18,465.59,195.15,34.07,100.378,63.19,13.565,30.62,8.795
5/14/18,469.69,196,34.26,100.929,62.88,13.41,30.22,8.765
5/11/18,469.23,195.45,34.07,100.476,62.77,13.47,30.16,8.895
5/9/18,465.24,196.65,34.37,100.535,62.65,13.44,30.16,8.62
5/8/18,463.32,197.5,34,100.122,61.96,13.405,29.145,8.49
5/7/18,464.8,197.5,33.83,100.476,62.37,13.445,29.585,8.455
5/4/18,463,197.5,33.75,100.26,62.67,13.43,29.29,8.365
5/3/18,461.08,197.8,33.66,98.38,63.4,13.38,28.945,8.285
5/2/18,463.65,197.1,33.63,98.036,64.35,13.62,28.905,8.39
4/30/18,466.28,198.9,33.92,97.701,63.98,13.635,29.01,8.565
4/27/18,465.84,197.35,33.42,96.569,63.57,13.675,28.955,8.655
4/26/18,465.34,196.8,33.07,95.792,63.24,13.625,28.94,8.52
4/25/18,463.24,193.25,34.75,95.92,63.5,13.62,29.095,8.415
4/24/18,468.96,192.4,34.65,96.412,64,13.745,29.33,8.545
4/23/18,468.17,191.9,34.55,97.219,63.9,13.715,28.99,8.59
4/20/18,469.55,193,34.55,97.425,63.21,13.585,28.765,8.55
4/19/18,471.52,191.8,34.34,98.016,62.59,13.5,28.805,8.53
4/18/18,473.12,193.3,34.35,98.705,62.24,13.45,28.39,8.43
4/17/18,470.44,195.8,34.8,99.079,61.93,13.415,27.835,8.41
4/16/18,467.76,190.1,33.96,96.422,61.54,13.405,27.59,8.305
4/13/18,468.01,190.85,34.22,97.081,61.45,13.385,27.725,8.21
4/12/18,467.24,188.55,33.03,96.933,61.23,13.335,27.61,8.235
4/11/18,465.52,189.4,32.92,95.457,60.92,13.21,27.735,8.21
4/10/18,466.97,189.15,32.96,96.294,61.31,13.26,27.59,8.395
4/9/18,462.29,189.9,33.01,91.944,60.86,13.185,26.995,8.345
4/6/18,460.13,190,32.9,92.121,60.57,13.235,26.97,8.345
4/5/18,460.23,190.1,32.9,92.682,61.1,13.405,26.955,8.405
4/4/18,451.6,186.25,32.54,89.956,59.44,13.14,26.04,8.295
4/3/18,452.74,184.7,32.4,89.228,59.69,13.225,25.885,8.345
3/29/18,455.84,185.65,32.75,90.33,60.17,13.205,25.785,8.605
3/28/18,455.89,183.55,32.82,89.257,60.02,13.255,25.76,8.51
3/27/18,456.3,180.15,31.88,89.336,59.53,13.23,26.05,8.62
3/26/18,451.94,183.55,31.74,88.047,58.88,13.14,25.545,8.525
3/23/18,452.23,185.75,31.71,88.913,59.24,13.165,25.45,8.6
3/22/18,454.17,189.7,32.3,91.55,60.11,13.38,25.495,8.535
3/21/18,460.45,190,32.53,92.869,61.23,13.585,25.71,8.74
3/20/18,460.52,192.2,32.83,92.731,61.6,13.68,25.295,8.74
3/19/18,461.42,190.6,33.4,92.18,61.73,13.615,24.955,8.655
3/16/18,464.17,191.6,34.76,94.02,62.45,13.705,25.26,8.84
3/15/18,464.88,192,35.48,93.332,61.81,13.555,25.045,9.65
3/14/18,463.99,191,35.46,94.089,61.63,13.49,25.205,9.565
3/13/18,465.27,190.3,35.15,94.503,62.58,13.645,25.425,9.505
3/12/18,467.52,190.6,35.26,96.392,62.88,13.72,25.635,9.635
3/9/18,465.92,190.75,35.09,96.254,62.93,13.63,25.675,9.555
3/8/18,463.96,192.75,35.19,95.92,62.95,13.66,25.605,9.555
3/7/18,462.2,191.2,34.35,95.556,62.49,13.62,25.645,9.385
3/6/18,460.24,187.75,33.8,94.178,62.44,13.735,25.815,9.255
3/5/18,457.43,190.65,33.83,93.115,62.06,13.55,25.645,9.225
3/2/18,451.9,187.4,33.73,91.216,62.88,13.7,25.37,9.11
3/1/18,457.78,190.35,33.86,93.686,64.71,14.035,26,9.35
2/28/18,463.49,191.75,33.93,94.699,65.37,14.135,26.21,9.385
2/27/18,468.31,190.25,33.9,96.54,65.52,14.175,26.35,9.48
2/26/18,471.47,193.25,34.11,96.914,64.87,13.97,26,9.475
2/23/18,469.06,192.55,34.3,96.363,64.89,13.95,25.835,9.39
2/22/18,469.19,190.55,33.73,96.874,65.1,14.045,25.77,9.38
2/21/18,469.78,189.4,33.58,96.864,64.95,13.995,25.75,9.44
2/20/18,469.7,188.6,33.67,97.357,65.08,13.865,25.825,9.505
2/19/18,469.51,187.4,33.62,96.225,64.61,13.67,25.785,9.575
2/16/18,473.53,188.85,34.01,96.973,64.65,13.625,25.83,9.57
2/15/18,469.58,185.55,33.19,95.841,63.9,13.595,25.69,9.465
2/14/18,465.09,187.3,33.39,96.254,63.58,13.57,25.92,9.465
2/13/18,457.78,185.85,33.13,95.408,63,13.965,25.955,9.285
2/12/18,457.77,188.5,33.36,96.205,63.37,14.005,25.97,9.395
2/9/18,450.22,187.35,33.17,94.611,63.2,14,25.58,9.355
2/8/18,458.19,188.4,33.26,96.067,64.42,14.35,26.195,9.45
2/7/18,466.42,194.25,34.18,97.76,64.55,14.58,26.63,9.63
2/6/18,461.92,190.3,33.34,96.874,63.25,14.335,25.955,9.355
2/5/18,474.79,195.65,34.17,98.902,65.38,14.82,26.885,9.66
2/2/18,483.88,201.1,35.42,100.378,66,15.035,27.325,9.88
2/1/18,491.04,202.7,35.79,101.814,66.63,15.22,27.605,9.98
1/31/18,490.96,206.6,36.79,103.743,66.6,15.175,28.235,9.95
1/30/18,491.43,204.5,37.32,103.842,67.23,15.175,28.375,9.925
1/29/18,494.63,203.6,36.38,104.865,68.35,15.41,28.785,10.02
1/26/18,498.27,205.1,35.94,105.397,68.28,15.42,28.745,10.01
1/25/18,497.88,204.3,35.53,104.944,68,15.455,28.775,9.845
1/24/18,496.66,206.8,36.07,106.105,67.18,15.3,28.825,10.25
1/23/18,494.65,207.3,36.23,107.483,67.58,15.325,28.92,10.39
1/22/18,492.34,204.8,36.11,104.039,67.55,15.44,28.815,10.25
