Date,SXXP,URW,LI,BAYN,BNP,ACA,RDSA,NDA
2/22/10,339.38,147.4,27.54,49.667,53.95,10.82,20.4,7.09
2/19/10,339.78,146.75,27.515,50.199,53.08,10.75,20.49,6.93
2/18/10,338.66,146.95,27.705,49.963,52.25,10.535,20.44,6.935
2/17/10,337.25,146.55,27.06,49.618,51.15,10.78,20.295,6.905
2/16/10,336.14,145.05,26.72,49.411,49.2,10.455,20.18,6.83
2/15/10,329.18,143.85,26.485,48.565,47.865,10.04,19.945,6.75
2/12/10,328.49,145.2,26.165,48.57,47.6,10.11,19.9,6.72
2/11/10,330.65,144.2,26.28,47.793,48.5,10.395,20.085,6.75
2/10/10,331.01,146.1,26.735,47.576,49.82,10.805,19.64,6.64
2/9/10,329.75,144.8,25.94,47.079,48.315,10.4,19.95,6.765
2/8/10,327.19,154.1,26.135,46.799,47.455,10.3,20.005,6.635
2/5/10,323.66,156.25,27.1,46.075,47.105,10.09,19.775,6.56
2/4/10,333.91,156.9,26.825,47.581,49.84,10.63,19.945,6.68
2/3/10,346.97,158,27.47,48.413,52.54,11.21,20.395,6.96
2/2/10,350.07,158.95,27.395,49.205,53.88,11.635,20.445,7
2/1/10,345.65,159.3,27.085,48.821,52.9,11.65,20.265,6.92
1/29/10,343,157.2,26.97,48.688,52.15,11.44,20.195,6.685
1/28/10,341.79,155.35,26.715,48.496,51.07,11.355,20.095,6.55
1/27/10,347.25,153.4,26.85,50.002,51.75,11.555,20.465,6.7
1/26/10,351.72,154.55,27.46,50.228,52.7,11.865,20.695,6.695
1/25/10,351.36,153.9,27.545,49.579,51.63,11.99,20.57,6.74
1/22/10,353.75,154.35,27.525,50.612,52.56,11.855,20.67,6.83
1/21/10,356.39,155.45,27.925,50.268,53.57,12.16,21.025,6.93
1/20/10,361.79,154.7,28.05,52.836,55.01,12.61,21.29,6.92
1/19/10,372.02,155.55,28.505,53.958,56.57,12.8,21.385,7.17
1/18/10,371.72,153.25,28.405,53.338,56.34,12.74,21.085,7.26
1/15/10,368.76,153.45,28.54,52.295,56.51,12.915,20.95,7.25
1/14/10,375.14,154.4,28.315,53.919,58.66,12.9,21.005,7.42
1/13/10,372.69,155.55,28.095,53.417,58.05,12.76,21.02,7.37
1/12/10,371.93,154.7,28.315,52.452,58.47,12.92,21.17,7.33
1/11/10,375.53,155.25,28.48,52.954,58.76,13.385,21.45,7.235
1/8/10,372.99,154.85,28.565,52.964,59.6,13.47,21.38,7.195
1/7/10,369.62,154.8,28.565,53.436,58.22,13.255,21.505,7.17
1/5/10,370.7,155.1,29.35,54.489,57.13,13.02,21.725,7.22
1/4/10,371.4,155.3,29.295,55.503,57.24,12.825,21.58,7.24
12/30/09,363.01,151.5,28.195,55.07,55.78,12.39,21.13,7.11
12/29/09,364.54,149.3,27.96,55.552,56.56,12.39,21.21,7.19
12/28/09,364.16,152.95,28.045,55.454,56.21,12.32,21.2,7.21
12/23/09,361.45,150.4,27.745,54.932,55.65,12.23,21.14,7.14
12/22/09,358.52,150.55,28.095,54.548,55.56,12.1,20.985,7.16
12/21/09,357.18,153.15,28.185,54.834,55.88,12.185,20.65,7.01
12/18/09,352.37,151.2,28.27,53.348,54.4,11.98,20.24,6.99
12/17/09,354.31,149.25,27.945,53.505,55.16,12.9,20.325,7.04
12/16/09,363.9,150,28.345,54.174,56.03,13.52,20.51,7.23
12/15/09,358.92,148.75,27.825,53.417,54.6,13.295,20.385,7.01
12/14/09,362.14,148.3,27.33,53.2,54.76,13.4,20.43,7.13
12/11/09,358.5,148.35,27.04,53.564,54.26,13.27,20.27,6.99
12/10/09,358.76,150.45,27.025,52.561,54.81,13.515,20.195,7.04
12/9/09,354.77,153,27.51,51.616,54.4,13.095,20.215,6.95
12/8/09,359.21,151.5,27.945,51.262,54.54,13.22,20.33,6.96
12/7/09,368.05,157.5,28.12,52.157,55.41,13.635,20.575,7.17
12/4/09,370.78,156.65,28.045,52.875,55.25,13.875,20.64,7.35
12/3/09,371.56,156.35,27.97,52.551,54.73,13.905,20.245,7.23
12/2/09,371.24,156.15,27.95,52.374,55.05,13.9,20.3,7.11
12/1/09,370.68,155.85,27.62,51.448,55.75,14.13,20.21,7.07
11/30/09,358.18,150,26.65,50.179,55,13.78,19.79,6.9
11/27/09,362.95,151.5,27.85,50.346,55.14,14.035,20.225,7.17
11/26/09,360.04,149.1,27.885,50.435,53.85,13.795,20.075,6.99
11/25/09,373.95,155.85,29,52.187,56.72,14.55,20.66,7.49
11/24/09,369.09,155.9,29,52.649,56.62,14.38,20.64,7.48
11/23/09,372.21,155.7,28.25,52.423,58.15,14.45,20.745,7.66
11/20/09,361.78,152.25,27.805,50.888,56.24,14.07,20.305,7.29
11/19/09,366.02,156.65,28.25,50.681,56.94,14.41,20.655,7.38
11/18/09,373.33,159.7,28.56,50.996,57.57,14.82,21,7.5
11/17/09,371.68,159.55,28.7,52.442,57.38,14.865,21.11,7.46
11/16/09,375.9,159.8,28.8,51.37,58.1,15.165,21.095,7.66
11/13/09,369.92,157.3,28.42,50.701,57.6,15.075,20.81,7.42
11/12/09,366.71,155.55,28.505,50.396,57.19,15.19,20.75,7.46
11/11/09,368.44,157.65,28.88,49.53,57.9,15.31,20.805,7.51
11/10/09,367.08,155.85,28.475,48.929,57,14.5,20.72,7.42
11/9/09,368.76,154.3,28.81,48.86,56.71,14.61,20.655,7.42
11/6/09,357.76,152.1,28.355,47.591,55.17,14.05,20.235,7.12
11/5/09,357.44,150.8,28.45,47.237,54.36,13.6,20.315,7.13
11/4/09,354.92,149.65,28.6,46.125,52.63,13.6,20.12,7.02
11/3/09,344.97,147.05,28.41,46.085,50.87,12.98,20.195,6.96
11/2/09,350.83,147.75,28.365,46.38,53.16,13.37,20.1,7.29
10/30/09,349.14,150.95,28.225,46.479,51.45,13.105,20.21,7.29
10/29/09,358.56,151.65,27.83,47.512,53.74,13.4,20.78,7.54
10/28/09,349.51,146.55,27.44,47.168,52.12,12.85,21.19,7.41
10/27/09,358.27,149.85,28.48,47.611,53.24,13.65,21.39,7.22
10/26/09,359.47,150,29.205,47.059,54.17,13.97,20.855,7.05
10/23/09,368.17,150.8,29.825,46.922,56.25,14.67,20.795,7.28
10/22/09,369.49,150.85,30,47.246,55.1,14.605,20.87,7.2
10/21/09,374.11,151.75,30.515,47.522,56.25,14.565,21.135,7.33
10/20/09,370.07,150.9,30.42,46.902,55.86,14.785,20.89,7.2
10/19/09,372.69,150.15,30.62,47.876,56,15.125,20.915,7.07
10/16/09,365.74,148.5,29.78,46.774,54.7,14.885,20.485,6.98
10/15/09,368.92,149.6,29.7,48.024,56.21,14.94,20.135,7.03
10/14/09,367.9,150.45,29.975,48.014,55.95,15.03,20.055,7.03
10/13/09,358.97,147.5,29.945,46.597,54.16,14.435,19.58,6.73
10/12/09,361.38,148,29.905,47.414,53.89,14.845,19.665,6.85
10/9/09,356.92,147.85,29.17,46.233,53.3,14.675,19.41,6.81
10/8/09,360.46,146.75,28.955,46.479,53.4,14.815,19.33,6.74
10/7/09,352.69,145.85,28.345,46.676,52.93,14.7,19.33,6.61
10/6/09,354.99,143.2,27.795,46.764,53.99,14.8,19.475,6.85
10/5/09,345.82,141.6,26.605,45.583,51.12,13.725,19.02,6.53
10/2/09,341.67,141.05,25.71,44.776,50.77,13.605,19.1,6.51
10/1/09,347.14,142.2,26.5,45.318,52.51,13.865,19.355,6.66
9/30/09,355.05,141.95,27.105,46.597,54.6,14.28,19.55,6.86
9/29/09,355.18,142.8,27.15,48.063,56.2727,14.39,19.8,6.92
9/28/09,355.46,143.6,27.12,47.679,54.9801,14.33,19.86,7.07
9/25/09,350.68,143.4,26.85,45.485,53.775,13.97,19.55,6.87
9/24/09,352.39,145.55,27.1,45.446,53.9985,13.945,19.67,7.06
9/23/09,361.6,146.55,26.94,46.371,54.8246,14.3,19.915,7.18
9/22/09,360.98,146.65,26.765,46.676,54.1734,13.945,20.09,7.17
9/21/09,356.61,145.7,27.115,46.764,54.533,13.75,19.96,6.97
9/18/09,360.62,151.15,27.625,46.951,55.4077,13.86,19.825,7.13
9/17/09,362.14,145.9,26.89,47.384,55.5535,13.46,20.035,7.13
9/16/09,359.9,145.2,26.895,47.207,54.2609,13.2,19.79,7.03
9/15/09,353.25,143.65,26.26,46.567,51.6076,12.57,19.76,6.99
9/14/09,352.31,143.7,26.67,45.957,50.626,12.58,19.77,7.05
9/11/09,352.36,144.35,26.06,45.022,51.4424,12.9,19.95,7.18
9/10/09,350.87,144.2,26.13,45.18,51.4132,12.85,20.02,7.23
9/9/09,349.88,143.3,27.18,45.367,52.6281,12.955,20.01,7.37
9/8/09,345.39,140.2,26.165,43.851,52.288,12.71,19.7,7.15
9/7/09,340.05,138.9,25.9,43.438,54.0762,13.03,19.5,7.2
9/4/09,334.57,137.5,25.3,41.824,53.4445,12.93,19.385,7.1
9/3/09,328.93,135.85,24.91,41.125,52.1227,12.57,19.33,6.95
9/2/09,329.44,133.5,25.19,41.371,52.4629,12.62,19.48,6.78
9/1/09,329.7,134.2,25.02,41.273,52.5309,12.46,19.155,7.05
8/31/09,338.47,137.95,26.215,42.149,54.5913,12.92,19.355,7.29
8/28/09,340.3,138.1,26.4,42.287,55.5438,13.25,19.46,7.45
8/27/09,335.64,135.9,25.28,41.647,55.3008,13.055,19.275,7.34
8/26/09,336.7,137.65,25.46,43.428,55.7673,12.595,19.36,7.26
8/25/09,340.61,136.2,25.505,43.576,57.0016,12.42,19.45,7.31
8/24/09,339.32,134.8,24.53,43.576,57.3418,12.28,19.26,7.45
8/21/09,336.33,133.55,23.945,43.31,57.2446,11.99,19.2,7.3
8/20/09,326.93,132.15,23.37,42.808,54.0082,11.395,18.73,6.9
8/19/09,322.78,128.55,23.1,42.267,53.2307,11.315,18.46,6.64
8/18/09,320.92,130.1,23.705,42.001,53.8721,11.04,18.425,6.65
8/17/09,315.78,131.25,23.345,41.421,53.1821,10.99,18.3,6.43
8/14/09,325.52,137.2,23.865,41.499,54.2026,11.37,18.45,6.7
8/13/09,329.06,132.75,23.06,42.198,54.1831,11.475,18.485,6.7
8/12/09,325.14,130.5,23.205,42.533,53.5514,11.12,18.58,6.62
8/11/09,320.49,126.9,23,41.844,52.1616,11.12,18.36,6.41
8/10/09,324.6,128.95,23.31,43.595,52.8225,11.395,18.21,6.71
8/7/09,327.13,129.15,23.8,44.274,53.0655,11.32,18.345,6.9
8/6/09,326.84,131.85,23.24,43.497,51.5104,11.085,18.1,6.8
8/5/09,327.08,127.1,22.755,42.995,50.1401,11,18.09,6.74
8/4/09,328.68,122.4,21.43,43.428,51.2189,10.935,18.69,6.73
8/3/09,329.07,123,20.6,43.92,51.0536,10.6,18.575,7.05
7/31/09,320.34,122.6,20.06,42.375,49.7124,10.015,18.44,6.69
7/30/09,316.95,121.8,19.26,42.808,48.8863,10.32,18.73,6.72
7/29/09,309.25,119,18.95,41.558,47.6909,10.32,18.54,6.41
7/28/09,309.52,118.45,19,39.413,47.2584,10.16,18.36,6.3
7/27/09,313.77,117.15,19.705,39.561,49.7805,10.33,18.565,6.35
7/24/09,312.39,117,19.66,39.541,49.7221,10.32,18.325,6.4
7/23/09,313.11,116.85,19.385,40.318,49.8388,10.11,18.3,6.35
7/22/09,306.98,113.5,19.03,38.862,48.7891,9.887,18.015,5.93
7/21/09,304.92,114.35,19.275,38.045,48.3323,9.963,18.135,5.98
7/20/09,303.41,113,19.28,37.514,49.1487,9.98,18.06,5.9
7/17/09,297.76,112.55,19.25,37.258,48.0894,9.929,17.785,5.74
7/16/09,296.24,111.25,19.025,36.756,47.7881,9.99,17.725,5.71
7/15/09,294.66,111.3,18.81,36.343,47.0057,9.786,17.595,5.85
7/14/09,283.99,107.5,18.655,36.274,46.5003,9.4,17.12,5.46
7/13/09,280.42,108.905,18.4,36.608,45.1202,9.197,16.96,5.36
7/10/09,275.26,107.44,17.985,35.093,44.0414,8.75,16.74,5.34
7/9/09,280.17,107.82,17.76,35.851,44.9501,8.75,16.915,5.31
7/8/09,274.29,107.74,17.6,35.644,44.4934,8.771,16.735,5.24
7/7/09,279.16,111.07,18.285,35.959,45.5527,8.858,16.86,5.36
7/6/09,281.02,111.9,18.54,36.471,44.9987,8.967,17.05,5.38
7/3/09,285.45,111.63,18.62,36.805,45.4458,9.1,17.545,5.48
7/2/09,286.01,108.81,18.21,36.785,44.5614,8.98,17.53,5.48
7/1/09,296.62,112,18.88,38.104,46.063,9.108,18.155,5.8
6/30/09,289.19,106.16,18.385,37.612,44.9501,8.876,17.8,5.55
6/29/09,292.76,109,18.48,37.917,46.1407,9.24,18.105,5.65
6/26/09,288.12,107.9,18.34,37.937,44.7849,9.054,17.695,5.45
6/25/09,285.34,108.23,18.14,38.045,45.164,9.141,17.725,5.34
6/24/09,288.57,106.6,17.915,38.262,44.576,9.512,17.925,5.45
6/23/09,283.96,106.21,17.7,37.848,42.671,9.525,17.785,5.13
6/22/09,280.92,105,17.815,38.331,43.2493,9.9,17.92,5.2
6/18/09,287.3,108.085,18.3,39.344,45.7374,10.2,18.29,5.49
6/17/09,283.8,109.495,18.29,38.734,44.9453,9.99,18.41,5.41
6/16/09,289.04,111.1,17.5,39.413,46.3545,10.27,18.7,5.68
6/15/09,288.13,110.47,17.595,39.187,47.4285,10.555,18.695,5.7
6/12/09,300.6,112.68,17.8,40.879,48.4295,10.95,19.4,5.94
6/11/09,302.76,112.6,17.325,41.234,48.1574,11.2,19.65,6.04
6/10/09,297.69,112.83,17.59,40.427,46.9522,11.05,19.725,5.82
6/9/09,294.99,112.75,17.855,40.22,46.5003,10.795,19.4,5.54
6/8/09,290.91,111,18.02,40.082,45.9755,10.555,19.41,5.59
6/5/09,295.46,112.795,18.785,40.682,46.5052,10.775,19.46,5.5
6/4/09,296.8,111.35,18.67,41.253,46.2185,10.64,19.255,5.48
6/3/09,296.58,112.8,18.95,39.954,46.2622,10.85,19.24,5.34
6/2/09,306.17,114.985,19.19,39.364,46.4566,10.88,19.545,5.7
6/1/09,304,113.205,18.68,39.954,46.4566,10.67,19.53,5.93
5/29/09,293.97,113.38,17.875,39.561,47.3799,10.33,19,5.62
5/28/09,289.42,112.34,18.28,38.203,46.2622,10.17,18.76,5.56
5/27/09,292.93,115.22,18.505,38.921,46.4566,10.35,18.76,5.5
5/26/09,292.19,114.795,17.87,39.364,45.7714,10.5,18.795,5.6
5/25/09,290.53,115.06,18.18,38.734,44.7995,10.6,18.5,5.74
5/22/09,290.21,114.48,18.29,38.675,44.6051,10.575,18.53,5.76
5/20/09,291.35,114.085,18.51,40.279,43.8082,10.765,18.895,5.74
5/19/09,286.72,114.56,18.405,37.868,46.0873,10.72,18.625,5.82
5/18/09,281.51,113.115,18.16,36.904,44.9015,10.73,18.535,5.81
5/15/09,274.71,112.625,18.64,36.402,42.3989,10.365,18.03,5.66
5/14/09,274.68,111.25,18.48,36.697,42.1802,10.175,18.01,5.49
5/13/09,273.18,112.63,18.04,36.471,41.15,10.21,18.24,5.33
5/12/09,280.51,118.35,18.93,37.671,44.6877,11.15,18.05,5.57
5/11/09,280.94,121.47,19.49,37.592,45.3778,11.51,17.69,5.8
5/8/09,283.93,124.33,19.565,37.435,44.5954,11.74,18.18,6.16
5/7/09,276.35,126.25,19,37.179,43.745,11.38,17.79,6.02
5/6/09,276.73,122.075,18.2,37.248,44.0171,11.65,17.875,5.96
5/5/09,273.91,116.25,17.15,37.307,41.0285,11.2,17.965,5.87
5/4/09,272.52,116.4,16.465,37.543,40.6301,11.17,17.99,5.65
4/30/09,264.48,113.43,16.93,37.012,39.1188,11.2,17.57,5.55
4/29/09,262.86,115.2,17.11,36.776,37.9039,10.65,17.41,5.47
4/28/09,253.79,114.73,17.045,38.016,35.7366,10.095,17.245,4.97
4/27/09,257.97,118.5,17.545,38.252,37.1701,10.315,17.38,5.2
4/24/09,259.93,118.835,18.18,38.301,37.3305,10.57,17.32,5.37
4/23/09,250.33,117.505,17.45,38.084,35.6297,10.035,16.67,5.23
4/22/09,250.07,116.15,16.7,38.567,36.689,10.24,16.385,5.08
4/21/09,246.59,111.335,16,38.262,35.7269,9.711,16.4,4.81
4/20/09,245.58,115.48,16,37.405,36.7376,9.95,16.24,4.69
4/17/09,256.86,120.26,18.73,37.592,39.3229,10.955,16.4,5.36
4/16/09,255.78,117.765,17.5,37.642,37.6075,10.705,16.4,4.98
4/15/09,252.06,116.345,17.895,37.238,36.8494,10.4,16.135,4.72
4/14/09,253.63,117.375,17.595,36.756,37.418,10.685,16.16,5.04
4/9/09,247.2,115.12,16.8,36.992,34.3516,9.8,16.235,4.57
4/8/09,244.69,111.1,16.095,36.313,33.4186,9.437,16.3,4.37
4/7/09,243.45,111.51,16.095,36.402,32.9035,8.726,16.535,4.59
4/6/09,247.73,113.345,15.215,36.352,33.9191,9.2,16.755,4.55
4/3/09,250.25,110.005,14.53,35.939,34.7744,9.393,17.08,4.48
4/2/09,253.65,111.97,14.69,36.264,35.3867,9.29,17.435,4.71
4/1/09,236.78,109.3,13.88,35.24,31.9753,8.542,16.69,4.2
3/31/09,233.44,106.63,13.245,35.427,30.2454,8.312,16.93,3.65
3/30/09,224.4,101,12.695,35.673,28.321,7.98,16.7,3.58
3/27/09,235.64,106.405,13.315,36.933,31.3436,9.2,17.3,3.87
3/26/09,242.51,107.1,13.52,37.474,31.6838,9.14,17.285,3.95
3/25/09,242.61,111,13.66,37.937,31.0861,9,17.49,3.89
3/24/09,240.49,105.15,13.3,38.055,31.8101,9.333,17.21,3.86
3/23/09,242.03,104.62,13.6,37.494,33.5304,9.175,17.33,4.19
3/20/09,234.36,103,13.11,37.14,30.7605,8.688,16.73,4.16
3/19/09,234.4,103.29,13.01,33.381,31.4748,8.567,16.77,4.4
3/18/09,224.05,104.43,13.07,33.066,30.6536,8.113,16.76,3.99
3/17/09,223.44,100.68,12.41,32.17,30.8091,8.104,17.465,3.73
3/16/09,225.11,102.44,12.62,35.88,31.0812,7.958,17.78,3.94
3/13/09,217.47,98.795,12.4,36.215,28.4279,7.352,17.52,3.75
3/12/09,214.87,98.285,12.635,36.854,27.6018,7.21,17.24,3.8874
3/11/09,212.52,96.16,11.795,36.628,26.6445,6.956,17.06,3.7057
3/10/09,210.64,94,11.29,36.756,25.901,6.9,17.1,3.2948
3/9/09,199.67,86.88,10.02,34.817,21.4546,6.19,16.495,2.9235
3/6/09,202.21,89.69,11.2,34.06,21.1241,6.11,16.44,2.7654
3/5/09,202.68,91.68,12.525,35.132,22.3341,6.62,15.935,2.7812
3/4/09,211.42,96.26,13.84,37.071,24.035,6.99,16.4,2.9077
3/3/09,202.82,95.28,13.76,35.831,22.7423,7.093,15.38,2.797
3/2/09,206.71,95.065,15.13,36.116,22.9076,7.23,16.15,2.9709
2/27/09,219.89,100.235,16.2,37.474,25.2596,7.79,17.39,3.0894
2/26/09,224.65,99.25,15.865,37.966,26.4307,8.087,17.82,3.2
2/25/09,219.63,97.07,15.03,38.813,23.5685,7.458,17.94,2.963
2/24/09,220.9,100,15.45,39.246,22.4022,7.46,18.03,2.963
2/23/09,223.3,101.125,15.2,40.249,22.4897,7.16,18.395,3.0499
2/20/09,225.82,103.08,15.995,40.338,22.6695,7.28,18.64,3.0973
2/19/09,232.52,105.38,17.04,41.824,23.8114,8.02,19.16,3.3106
2/18/09,230.38,104.83,17.15,41.834,23.9281,7.753,19.32,3.358
2/17/09,231.56,103.225,17.02,41.401,23.3255,7.816,19.24,3.2237
2/16/09,240.99,108.59,17.78,42.729,25.2255,8.164,19.56,3.5161
2/13/09,246.36,111.6,18.05,42.483,25.6969,8.224,19.77,3.6425
2/12/09,244.48,108.2,17.82,42.424,25.5414,8.331,19.39,3.6109
2/11/09,248.31,109.64,18.04,43.202,27.0187,8.75,19.45,3.524
2/10/09,251.19,107.945,17.77,42.513,27.6018,8.91,19.275,3.6741
2/9/09,260.31,113.31,18.435,43.103,28.5932,9.4,19.995,3.8953
2/6/09,256.08,107.005,17.75,43.31,28.2384,9.501,19.96,3.6583
2/5/09,250.34,103.33,17.55,42.041,26.9215,9.201,19.58,3.3659
2/4/09,250.19,105.62,17.745,41.814,26.9118,9.529,19.5,3.4529
2/3/09,245.56,104.3,17.75,42.208,25.9642,9.255,19.365,3.2553
2/2/09,239.72,101.85,17.94,41.519,26.6251,8.92,19.24,3.1289
1/30/09,245.27,105.205,18.69,40.948,29.1666,9.54,19.395,3.279
1/29/09,247.38,105.1,18.92,42.001,28.6709,9.919,19.72,3.3264
1/28/09,257.86,102.22,18.39,42.306,29.2978,10.055,19.16,3.5319
1/27/09,248.15,97.68,17.82,41.194,24.2585,9.101,19.09,3.3817
1/26/09,247.22,101.885,18.095,42.346,24.2974,8.815,18.98,3.4529
1/23/09,235.76,93.295,16.95,42.306,20.7791,7.58,18.215,3.0025
1/22/09,237.14,95.5,17.355,41.45,22.548,7.62,17.88,3.0736
1/21/09,237.44,94.74,16.705,41.696,23.272,7.547,17.905,3.2395
1/20/09,240.22,97.845,17.095,41.529,23.0388,7.213,18.645,3.0025
1/19/09,249.35,100.365,17.535,42.06,26.5813,7.754,18.885,3.3106
1/16/09,255.4,101.045,17.13,42.395,28.1898,8.29,19,3.437
1/15/09,249.69,97,16.565,41.972,29.1228,7.648,18.58,3.4766
1/14/09,254.05,99.285,16.915,42.779,31.1638,8.06,18.945,3.5714
1/13/09,266.23,105.03,18.655,43.192,33.0347,8.715,19.88,4.0296
1/12/09,274.32,108.54,19.445,43.31,33.1999,8.838,19.75,4.1798
1/9/09,280.04,115.88,19.905,43.418,33.1076,8.82,20.21,4.3615
1/8/09,286.06,114.99,20.04,43.34,33.8608,8.628,20.285,4.4958
1/7/09,287.41,115.135,20.05,43.054,34.0163,8.675,20.065,4.5037
1/5/09,283.4,111.4,19,42.159,30.9597,8.67,20.075,4.322
1/2/09,283.95,109.94,17.98,42.149,31.781,8.6,19.685,4.2983
12/30/08,277.9,104.875,17.58,40.889,29.1569,8.04,18.535,4.0059
12/29/08,274.13,101.6,17,39.728,28.9139,8.01,18.15,3.9585
12/23/08,269.46,105.565,17.74,38.626,28.9139,7.68,18.485,3.9585
12/22/08,269.49,100.925,17.835,38.577,28.8264,7.88,18.78,4.0059
12/19/08,272.57,104.24,18,39.265,29.5165,7.98,19.03,4.1561
12/18/08,281.86,106.325,17.895,39.443,32.0725,8.09,19.11,4.2509
12/17/08,283.55,104.365,17.5,39.403,33.2582,8.34,19.3,4.1324
12/16/08,274.67,100.61,17.29,39.374,40.1879,8.64,19.7,4.0929
12/15/08,269.78,104.43,17.1,38.773,38.2927,8.462,19.42,4.1798
12/12/08,264.54,102.445,16.78,38.97,42.569,8.885,19.465,4.3457
12/11/08,272.73,105.25,16.64,39.187,45.4167,9.61,20.295,4.6143
12/10/08,267.21,106.135,16.45,39.757,44.8287,9.8,19.99,4.8119
12/9/08,266.37,104.95,15.93,40.2,43.7353,9.8,19.955,4.9936
12/8/08,261.71,101.91,16.14,38.596,43.1035,9.505,19.4,4.8988
12/5/08,240.19,97.05,15.8,36.313,38.0011,8.61,17.94,4.085
12/4/08,252.49,99.29,15.75,39.482,41.1014,9,19.05,4.401
12/3/08,251.13,103.645,15.45,39.265,39.3132,8.33,19.485,4.5195
12/2/08,250.8,103.56,15.66,38.754,38.798,8.065,19.855,4.5116
12/1/08,244.81,100.36,15.31,38.183,38.8952,8.06,19.32,4.085
11/28/08,262.04,105.085,15.95,40.033,42.1074,8.715,20.895,4.4326
11/27/08,262.59,103.945,15.3,40.82,42.1802,8.35,20.85,4.6064
11/26/08,256.12,101.3,15.25,40.682,39.2646,8.095,19.885,4.2746
11/25/08,258.1,101.1,15.26,41.145,39.4103,8.34,20.13,4.4326
11/24/08,254.53,102.62,15.11,39.698,37.9039,7.745,19.745,4.4879
11/21/08,228.39,97.92,15.05,36.244,34.9688,6.88,17.32,3.9269
11/20/08,234.71,97.45,14.94,37.327,35.4742,7,17.765,4.4089
11/19/08,243.96,100.23,15.02,37.386,35.2263,7.54,19.04,4.4405
11/18/08,255.9,104.815,15.17,38.95,39.6679,8.36,20.1,4.7645
11/17/08,254.94,102.07,15.22,39.206,41.8109,8.75,19.305,4.9462
11/14/08,262.82,107.5,15.71,39.403,45.4895,9.435,19.595,5.0647
11/13/08,254.12,106.065,15.93,39.59,44.9015,9.4,19.1,5.0726
11/12/08,257.67,109.935,16.34,39.403,44.4836,9.75,19.09,4.9541
11/11/08,266.4,110.01,17.19,40.112,46.9328,10.435,19.875,5.1042
11/10/08,282.06,114.215,18.15,42.779,51.1994,11.2,20.83,5.4124
11/7/08,280.23,113.795,18,42.444,53.4542,11.35,20.8,5.4835
11/6/08,274.54,110.41,18.0429,40.751,53.1627,10.9,20.315,5.2069
11/5/08,296.59,122.96,19.5991,42.69,55.9812,11.785,21.91,5.5072
11/4/08,303.18,120.745,19.4532,43.871,56.8559,12.13,23.15,5.5625
11/3/08,282.6,118.225,18.5973,42.729,53.8624,11.355,21.69,5.0963
10/31/08,282.58,117.385,17.4301,42.474,54.4261,11.235,21.62,5.0647
10/30/08,279.47,116,17.1383,40.112,53.1286,10.32,20.5,5.0252
10/29/08,275.66,110.9,15.9517,42.749,52.4823,9.22,21.6,4.8435
10/28/08,248.72,109.08,16.3018,37.701,47.9144,8.75,19.15,4.5511
10/27/08,245.17,106.265,16.7103,37.238,53.4542,10.1,18.15,4.7012
10/24/08,252.12,107.67,16.4088,40.791,55.398,11.37,18.3,5.0884
10/23/08,267.52,113.99,19.3073,42.483,57.0697,11.655,19.5,5.5467
10/22/08,269.84,114.5,20.3967,41.056,57.0988,11.605,18.6,5.4598
10/21/08,289.42,121.695,21.4472,42.503,57.3418,12.095,19.82,5.4914
10/20/08,295.34,123.515,20.5523,41.135,53.3522,10.45,19.815,5.6652
10/17/08,288.15,122.455,20.4259,38.872,54.3629,10.48,18,5.3254
10/16/08,276.53,121.345,20.173,37.671,53.4542,10.275,16.715,5.2543
10/15/08,293.9,119.09,20.4356,41.214,57.5216,11,17.85,5.4361
10/14/08,317,126.83,22.4101,44.481,59.616,12.21,19.16,5.7284
10/13/08,304.38,120.15,20.99,42.936,62.3957,12.05,18.17,5.6336
10/10/08,276.13,114.195,19.6089,40.545,58.1825,11.44,16.565,5.4519
10/9/08,302.26,122.66,20.5621,43.989,65.0101,13.005,18.2,5.5783
10/8/08,309.21,127.285,21.6028,45.603,61.6473,12.75,18.8,5.6494
10/7/08,328.15,129.935,23.8302,49.303,66.5019,13.895,19.95,6.0129
10/6/08,326.77,128.775,23.5773,49.037,65.6029,13.845,19.24,6.4079
10/3/08,360.8,138.85,25.9992,50.966,69.3398,15.39,20.95,7.1348
10/2/08,351.59,141.145,25.4837,48.604,63.3676,14.5,20.245,6.9926
10/1/08,361.96,141.85,26.2716,51.567,64.0284,13.815,20.61,6.9294
9/30/08,360.16,142.18,26.6315,50.976,64.2228,13.405,20.575,6.5738
9/29/08,361.98,137,25.9992,51.399,63.6883,13,20.44,6.724
9/26/08,388.43,147.74,27.9932,52.777,66.3416,14.4,21.52,7.1111
9/25/08,395.02,149.555,28.3531,53.554,65.3162,15.34,21.865,7.1111
9/24/08,389.35,147.47,28.8978,53.338,63.5085,14.4,21.55,6.882
9/23/08,392.3,144.09,28.0029,53.899,62.7115,13.7,21.63,6.8978
9/22/08,401.28,148.485,29.6273,53.318,64.1451,13.91,21.66,7.1901
9/19/08,400.75,154.21,29.9774,56.615,66.0889,14.4,21.54,7.6089
9/18/08,370.62,141.385,27.4777,53.81,56.2436,11.4,20.27,6.6924
9/17/08,365.64,139.2,27.1373,53.732,54.6108,11.775,20.3,6.6371
9/16/08,372.96,144.4,28.1002,55.414,56.4574,12.08,20.155,6.8109
9/15/08,384.39,142.87,27.964,55.05,58.2359,12.74,21.29,7.0242
